c_id,c_name,c_id,model_name,transmission,model_name,price
52,Honda                                                           ,52,Odyssey                                                         ,automatic                                                       ,Odyssey                                                         ,17200
52,Honda                                                           ,52,Passport                                                        ,automatic                                                       ,Passport                                                        ,2466
52,Honda                                                           ,52,Ridgeline                                                       ,automatic                                                       ,Ridgeline                                                       ,12900
52,Honda                                                           ,52,Legend                                                          ,automatic                                                       ,Legend                                                          ,600
52,Honda                                                           ,52,Elysion                                                         ,automatic                                                       ,Elysion                                                         ,11350
52,Honda                                                           ,52,City                                                            ,mechanical                                                      ,City                                                            ,7300
52,Honda                                                           ,52,Aerodeck                                                        ,mechanical                                                      ,Aerodeck                                                        ,1944
52,Honda                                                           ,52,FR-V                                                            ,mechanical                                                      ,FR-V                                                            ,6800
52,Honda                                                           ,52,S2000                                                           ,mechanical                                                      ,S2000                                                           ,30000
52,Honda                                                           ,52,S1000                                                           ,mechanical                                                      ,S1000                                                           ,2086
52,Honda                                                           ,52,CR-Z                                                            ,automatic                                                       ,CR-Z                                                            ,9500
52,Honda                                                           ,52,Crosstour                                                       ,automatic                                                       ,Crosstour                                                       ,18800
52,Honda                                                           ,52,Concerto                                                        ,mechanical                                                      ,Concerto                                                        ,350
52,Honda                                                           ,52,Logo                                                            ,mechanical                                                      ,Logo                                                            ,2200
53,Mercedes-Benz                                                   ,53,Sprinter                                                        ,automatic                                                       ,Sprinter                                                        ,6900
53,Mercedes-Benz                                                   ,53,GL350                                                           ,automatic                                                       ,GL350                                                           ,19500
53,Mercedes-Benz                                                   ,53,CLS350                                                          ,automatic                                                       ,CLS350                                                          ,10800
53,Mercedes-Benz                                                   ,53,Viano                                                           ,automatic                                                       ,Viano                                                           ,19450
53,Mercedes-Benz                                                   ,53,E220                                                            ,automatic                                                       ,E220                                                            ,1500
53,Mercedes-Benz                                                   ,53,E200                                                            ,mechanical                                                      ,E200                                                            ,600
53,Mercedes-Benz                                                   ,53,S500                                                            ,automatic                                                       ,S500                                                            ,7150
53,Mercedes-Benz                                                   ,53,S320                                                            ,automatic                                                       ,S320                                                            ,15800
53,Mercedes-Benz                                                   ,53,Vito                                                            ,mechanical                                                      ,Vito                                                            ,4600
53,Mercedes-Benz                                                   ,53,ML320                                                           ,automatic                                                       ,ML320                                                           ,6700
53,Mercedes-Benz                                                   ,53,C220                                                            ,mechanical                                                      ,C220                                                            ,8500
53,Mercedes-Benz                                                   ,53,CLA220                                                          ,automatic                                                       ,CLA220                                                          ,21900
53,Mercedes-Benz                                                   ,53,S400                                                            ,automatic                                                       ,S400                                                            ,19950
53,Mercedes-Benz                                                   ,53,T1                                                              ,mechanical                                                      ,T1                                                              ,4250
53,Mercedes-Benz                                                   ,53,S300                                                            ,mechanical                                                      ,S300                                                            ,2000
53,Mercedes-Benz                                                   ,53,E270                                                            ,automatic                                                       ,E270                                                            ,7300
53,Mercedes-Benz                                                   ,53,E250                                                            ,mechanical                                                      ,E250                                                            ,3200
53,Mercedes-Benz                                                   ,53,GL320                                                           ,automatic                                                       ,GL320                                                           ,12500
53,Mercedes-Benz                                                   ,53,C180                                                            ,automatic                                                       ,C180                                                            ,6500
53,Mercedes-Benz                                                   ,53,E320                                                            ,automatic                                                       ,E320                                                            ,10700
53,Mercedes-Benz                                                   ,53,190                                                             ,mechanical                                                      ,190                                                             ,800
53,Mercedes-Benz                                                   ,53,B170                                                            ,mechanical                                                      ,B170                                                            ,6400
53,Mercedes-Benz                                                   ,53,A210                                                            ,mechanical                                                      ,A210                                                            ,2400
53,Mercedes-Benz                                                   ,53,ML270                                                           ,automatic                                                       ,ML270                                                           ,9500
53,Mercedes-Benz                                                   ,53,GL500                                                           ,automatic                                                       ,GL500                                                           ,42500
53,Mercedes-Benz                                                   ,53,S63 AMG                                                         ,automatic                                                       ,S63 AMG                                                         ,28500
53,Mercedes-Benz                                                   ,53,S420                                                            ,automatic                                                       ,S420                                                            ,2500
53,Mercedes-Benz                                                   ,53,E280                                                            ,automatic                                                       ,E280                                                            ,8900
53,Mercedes-Benz                                                   ,53,E300                                                            ,automatic                                                       ,E300                                                            ,28700
53,Mercedes-Benz                                                   ,53,ML350                                                           ,automatic                                                       ,ML350                                                           ,8450
53,Mercedes-Benz                                                   ,53,E240                                                            ,mechanical                                                      ,E240                                                            ,900
53,Mercedes-Benz                                                   ,53,A150                                                            ,mechanical                                                      ,A150                                                            ,6100
53,Mercedes-Benz                                                   ,53,V220                                                            ,automatic                                                       ,V220                                                            ,33700
53,Mercedes-Benz                                                   ,53,SL500                                                           ,automatic                                                       ,SL500                                                           ,13999
53,Mercedes-Benz                                                   ,53,S350                                                            ,automatic                                                       ,S350                                                            ,3898
53,Mercedes-Benz                                                   ,53,ML400                                                           ,automatic                                                       ,ML400                                                           ,7700
53,Mercedes-Benz                                                   ,53,S550                                                            ,automatic                                                       ,S550                                                            ,22000
53,Mercedes-Benz                                                   ,53,C200                                                            ,mechanical                                                      ,C200                                                            ,2900
53,Mercedes-Benz                                                   ,53,CLA200                                                          ,automatic                                                       ,CLA200                                                          ,35500
53,Mercedes-Benz                                                   ,53,E350                                                            ,automatic                                                       ,E350                                                            ,10700
53,Mercedes-Benz                                                   ,53,ML300                                                           ,automatic                                                       ,ML300                                                           ,12500
53,Mercedes-Benz                                                   ,53,G300                                                            ,automatic                                                       ,G300                                                            ,12400
53,Mercedes-Benz                                                   ,53,Citan                                                           ,mechanical                                                      ,Citan                                                           ,15200
53,Mercedes-Benz                                                   ,53,CLK200                                                          ,mechanical                                                      ,CLK200                                                          ,5000
53,Mercedes-Benz                                                   ,53,C230                                                            ,mechanical                                                      ,C230                                                            ,7300
53,Mercedes-Benz                                                   ,53,CLS400                                                          ,automatic                                                       ,CLS400                                                          ,36500
53,Mercedes-Benz                                                   ,53,C320                                                            ,automatic                                                       ,C320                                                            ,9500
53,Mercedes-Benz                                                   ,53,B200                                                            ,automatic                                                       ,B200                                                            ,9140
53,Mercedes-Benz                                                   ,53,A190                                                            ,mechanical                                                      ,A190                                                            ,300
53,Mercedes-Benz                                                   ,53,MB100                                                           ,mechanical                                                      ,MB100                                                           ,1300
53,Mercedes-Benz                                                   ,53,S65 AMG                                                         ,automatic                                                       ,S65 AMG                                                         ,33500
53,Mercedes-Benz                                                   ,53,B180                                                            ,automatic                                                       ,B180                                                            ,8999
53,Mercedes-Benz                                                   ,53,ML430                                                           ,automatic                                                       ,ML430                                                           ,7500
53,Mercedes-Benz                                                   ,53,ML55 AMG                                                        ,automatic                                                       ,ML55 AMG                                                        ,5500
53,Mercedes-Benz                                                   ,53,B160                                                            ,mechanical                                                      ,B160                                                            ,8950
53,Mercedes-Benz                                                   ,53,GLK350                                                          ,automatic                                                       ,GLK350                                                          ,13950
53,Mercedes-Benz                                                   ,53,E230                                                            ,automatic                                                       ,E230                                                            ,9650
53,Mercedes-Benz                                                   ,53,GL400                                                           ,automatic                                                       ,GL400                                                           ,35250
53,Mercedes-Benz                                                   ,53,V250                                                            ,automatic                                                       ,V250                                                            ,42900
53,Mercedes-Benz                                                   ,53,GLK250                                                          ,automatic                                                       ,GLK250                                                          ,21250
53,Mercedes-Benz                                                   ,53,S430                                                            ,automatic                                                       ,S430                                                            ,6500
53,Mercedes-Benz                                                   ,53,E500                                                            ,automatic                                                       ,E500                                                            ,6000
53,Mercedes-Benz                                                   ,53,GL63                                                            ,automatic                                                       ,GL63                                                            ,47000
53,Mercedes-Benz                                                   ,53,GLA200                                                          ,automatic                                                       ,GLA200                                                          ,28505
53,Mercedes-Benz                                                   ,53,CLA45 AMG                                                       ,automatic                                                       ,CLA45 AMG                                                       ,41000
53,Mercedes-Benz                                                   ,53,GLE350                                                          ,automatic                                                       ,GLE350                                                          ,43913
53,Mercedes-Benz                                                   ,53,GLC250                                                          ,automatic                                                       ,GLC250                                                          ,47325
53,Mercedes-Benz                                                   ,53,GLA250                                                          ,automatic                                                       ,GLA250                                                          ,38630
53,Mercedes-Benz                                                   ,53,GLE300                                                          ,automatic                                                       ,GLE300                                                          ,39900
53,Mercedes-Benz                                                   ,53,GLC200                                                          ,automatic                                                       ,GLC200                                                          ,49416
53,Mercedes-Benz                                                   ,53,A200                                                            ,automatic                                                       ,A200                                                            ,34228
53,Mercedes-Benz                                                   ,53,ML280                                                           ,automatic                                                       ,ML280                                                           ,12750
53,Mercedes-Benz                                                   ,53,A140                                                            ,mechanical                                                      ,A140                                                            ,3700
53,Mercedes-Benz                                                   ,53,E260                                                            ,automatic                                                       ,E260                                                            ,4500
53,Mercedes-Benz                                                   ,53,C250                                                            ,mechanical                                                      ,C250                                                            ,1500
53,Mercedes-Benz                                                   ,53,R350                                                            ,automatic                                                       ,R350                                                            ,7999
53,Mercedes-Benz                                                   ,53,E290                                                            ,automatic                                                       ,E290                                                            ,4300
53,Mercedes-Benz                                                   ,53,GL450                                                           ,automatic                                                       ,GL450                                                           ,10900
53,Mercedes-Benz                                                   ,53,E400                                                            ,automatic                                                       ,E400                                                            ,26500
53,Mercedes-Benz                                                   ,53,C270                                                            ,automatic                                                       ,C270                                                            ,5700
53,Mercedes-Benz                                                   ,53,C300                                                            ,mechanical                                                      ,C300                                                            ,1300
53,Mercedes-Benz                                                   ,53,A170                                                            ,mechanical                                                      ,A170                                                            ,2700
53,Mercedes-Benz                                                   ,53,GLA45 AMG                                                       ,automatic                                                       ,GLA45 AMG                                                       ,40500
53,Mercedes-Benz                                                   ,53,G320                                                            ,automatic                                                       ,G320                                                            ,39500
53,Mercedes-Benz                                                   ,53,ML230                                                           ,mechanical                                                      ,ML230                                                           ,4650
53,Mercedes-Benz                                                   ,53,CLS55 AMG                                                       ,automatic                                                       ,CLS55 AMG                                                       ,16900
53,Mercedes-Benz                                                   ,53,A160                                                            ,automatic                                                       ,A160                                                            ,4100
53,Mercedes-Benz                                                   ,53,GL550                                                           ,automatic                                                       ,GL550                                                           ,12750
53,Mercedes-Benz                                                   ,53,E63 AMG                                                         ,automatic                                                       ,E63 AMG                                                         ,28800
53,Mercedes-Benz                                                   ,53,ML500                                                           ,automatic                                                       ,ML500                                                           ,6900
53,Mercedes-Benz                                                   ,53,S220                                                            ,automatic                                                       ,S220                                                            ,6000
53,Mercedes-Benz                                                   ,53,S560                                                            ,automatic                                                       ,S560                                                            ,4000
53,Mercedes-Benz                                                   ,53,A180                                                            ,automatic                                                       ,A180                                                            ,7500
53,Mercedes-Benz                                                   ,53,E420                                                            ,automatic                                                       ,E420                                                            ,3700
53,Mercedes-Benz                                                   ,53,CLK230                                                          ,mechanical                                                      ,CLK230                                                          ,5300
53,Mercedes-Benz                                                   ,53,CL500                                                           ,automatic                                                       ,CL500                                                           ,4000
53,Mercedes-Benz                                                   ,53,S450                                                            ,automatic                                                       ,S450                                                            ,13000
53,Mercedes-Benz                                                   ,53,ML550                                                           ,automatic                                                       ,ML550                                                           ,12000
53,Mercedes-Benz                                                   ,53,CLS250                                                          ,automatic                                                       ,CLS250                                                          ,27733
53,Mercedes-Benz                                                   ,53,E430                                                            ,automatic                                                       ,E430                                                            ,2600
53,Mercedes-Benz                                                   ,53,C350                                                            ,automatic                                                       ,C350                                                            ,9500
53,Mercedes-Benz                                                   ,53,CLK240                                                          ,automatic                                                       ,CLK240                                                          ,6500
53,Mercedes-Benz                                                   ,53,Vaneo                                                           ,mechanical                                                      ,Vaneo                                                           ,4000
53,Mercedes-Benz                                                   ,53,G400                                                            ,automatic                                                       ,G400                                                            ,17999
53,Mercedes-Benz                                                   ,53,GLK300                                                          ,automatic                                                       ,GLK300                                                          ,17800
53,Mercedes-Benz                                                   ,53,Vario                                                           ,mechanical                                                      ,Vario                                                           ,8000
53,Mercedes-Benz                                                   ,53,CLK320                                                          ,automatic                                                       ,CLK320                                                          ,4600
53,Mercedes-Benz                                                   ,53,G55 AMG                                                         ,automatic                                                       ,G55 AMG                                                         ,35000
53,Mercedes-Benz                                                   ,53,CLA250                                                          ,automatic                                                       ,CLA250                                                          ,25900
53,Mercedes-Benz                                                   ,53,C280                                                            ,automatic                                                       ,C280                                                            ,2500
53,Mercedes-Benz                                                   ,53,CLA180                                                          ,automatic                                                       ,CLA180                                                          ,20900
53,Mercedes-Benz                                                   ,53,C240                                                            ,automatic                                                       ,C240                                                            ,6400
53,Mercedes-Benz                                                   ,53,CLK270                                                          ,automatic                                                       ,CLK270                                                          ,7800
53,Mercedes-Benz                                                   ,53,S600                                                            ,automatic                                                       ,S600                                                            ,4000
53,Mercedes-Benz                                                   ,53,ML63 AMG                                                        ,automatic                                                       ,ML63 AMG                                                        ,36499
53,Mercedes-Benz                                                   ,53,SL350                                                           ,automatic                                                       ,SL350                                                           ,29071
53,Mercedes-Benz                                                   ,53,R500                                                            ,automatic                                                       ,R500                                                            ,8900
53,Mercedes-Benz                                                   ,53,SLC200                                                          ,automatic                                                       ,SLC200                                                          ,48000
53,Mercedes-Benz                                                   ,53,GLK220                                                          ,automatic                                                       ,GLK220                                                          ,24400
53,Mercedes-Benz                                                   ,53,G500                                                            ,automatic                                                       ,G500                                                            ,23000
53,Mercedes-Benz                                                   ,53,SLK200                                                          ,mechanical                                                      ,SLK200                                                          ,11900
53,Mercedes-Benz                                                   ,53,GLC300                                                          ,automatic                                                       ,GLC300                                                          ,35900
53,Mercedes-Benz                                                   ,53,CL420                                                           ,automatic                                                       ,CL420                                                           ,7000
53,Mercedes-Benz                                                   ,53,CLS550                                                          ,automatic                                                       ,CLS550                                                          ,14100
53,Mercedes-Benz                                                   ,53,CLS63 AMG                                                       ,automatic                                                       ,CLS63 AMG                                                       ,49900
53,Mercedes-Benz                                                   ,53,SLK350                                                          ,automatic                                                       ,SLK350                                                          ,13499
53,Mercedes-Benz                                                   ,53,R280                                                            ,automatic                                                       ,R280                                                            ,10000
53,Mercedes-Benz                                                   ,53,GL420                                                           ,automatic                                                       ,GL420                                                           ,15250
53,Mercedes-Benz                                                   ,53,SL320                                                           ,automatic                                                       ,SL320                                                           ,4500
53,Mercedes-Benz                                                   ,53,CLS500                                                          ,automatic                                                       ,CLS500                                                          ,27300
53,Mercedes-Benz                                                   ,53,G350                                                            ,automatic                                                       ,G350                                                            ,9200
53,Mercedes-Benz                                                   ,53,SL380                                                           ,automatic                                                       ,SL380                                                           ,27514
53,Mercedes-Benz                                                   ,53,ML250                                                           ,automatic                                                       ,ML250                                                           ,34950
53,Mercedes-Benz                                                   ,53,CLS320                                                          ,automatic                                                       ,CLS320                                                          ,11800
53,Mercedes-Benz                                                   ,53,AMG GT4                                                         ,mechanical                                                      ,AMG GT4                                                         ,1500
53,Mercedes-Benz                                                   ,53,R320                                                            ,automatic                                                       ,R320                                                            ,13999
53,Mercedes-Benz                                                   ,53,B150                                                            ,automatic                                                       ,B150                                                            ,6350
53,Mercedes-Benz                                                   ,53,C63AMG                                                          ,automatic                                                       ,C63AMG                                                          ,29000
53,Mercedes-Benz                                                   ,53,S260                                                            ,automatic                                                       ,S260                                                            ,2500
53,Mercedes-Benz                                                   ,53,G270                                                            ,automatic                                                       ,G270                                                            ,25500
53,Mercedes-Benz                                                   ,53,E50 AMG                                                         ,automatic                                                       ,E50 AMG                                                         ,5000
53,Mercedes-Benz                                                   ,53,S280                                                            ,mechanical                                                      ,S280                                                            ,1000
53,Mercedes-Benz                                                   ,53,CLK280                                                          ,automatic                                                       ,CLK280                                                          ,9100
53,Mercedes-Benz                                                   ,53,CL550                                                           ,automatic                                                       ,CL550                                                           ,16500
54,Peugeot                                                         ,54,3008                                                            ,automatic                                                       ,3008                                                            ,10250
54,Peugeot                                                         ,54,406                                                             ,mechanical                                                      ,406                                                             ,2700
54,Peugeot                                                         ,54,307                                                             ,mechanical                                                      ,307                                                             ,4650
54,Peugeot                                                         ,54,306                                                             ,mechanical                                                      ,306                                                             ,1650
54,Peugeot                                                         ,54,807                                                             ,automatic                                                       ,807                                                             ,5750
54,Peugeot                                                         ,54,605                                                             ,automatic                                                       ,605                                                             ,2200
54,Peugeot                                                         ,54,207                                                             ,mechanical                                                      ,207                                                             ,5200
54,Peugeot                                                         ,54,Boxer                                                           ,mechanical                                                      ,Boxer                                                           ,3800
